Index,Seed,Level,Model,Command,DurationSeconds
218,5,partial-divider_tl,fb,"python main.py --num-agents 2 --seed 5 --level partial-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",187.3
230,6,full-divider_salad,greedy,"python main.py --num-agents 2 --seed 6 --level full-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",9.9
224,5,open-divider_tl,up,"python main.py --num-agents 2 --seed 5 --level open-divider_tl --model1 up --model2 up --record   --max-num-timesteps 1",128.3
226,6,full-divider_salad,bd,"python main.py --num-agents 2 --seed 6 --level full-divider_salad --model1 bd --model2 bd --record   --max-num-timesteps 1",125.4
189,5,partial-divider_salad,up,"python main.py --num-agents 2 --seed 5 --level partial-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",573.8
229,6,full-divider_salad,up,"python main.py --num-agents 2 --seed 6 --level full-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",120.4
228,6,full-divider_salad,fb,"python main.py --num-agents 2 --seed 6 --level full-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",154.9
235,6,partial-divider_salad,greedy,"python main.py --num-agents 2 --seed 6 --level partial-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",36.7
221,5,open-divider_tl,bd,"python main.py --num-agents 2 --seed 5 --level open-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",235.7
232,6,partial-divider_salad,dc,"python main.py --num-agents 2 --seed 6 --level partial-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",107.7
237,6,open-divider_salad,dc,"python main.py --num-agents 2 --seed 6 --level open-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",44.0
240,6,open-divider_salad,greedy,"python main.py --num-agents 2 --seed 6 --level open-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",26.3
223,5,open-divider_tl,fb,"python main.py --num-agents 2 --seed 5 --level open-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",254.3
242,6,full-divider_tomato,dc,"python main.py --num-agents 2 --seed 6 --level full-divider_tomato --model1 dc --model2 dc --record   --max-num-timesteps 1",7.5
231,6,partial-divider_salad,bd,"python main.py --num-agents 2 --seed 6 --level partial-divider_salad --model1 bd --model2 bd --record   --max-num-timesteps 1",168.8
245,6,full-divider_tomato,greedy,"python main.py --num-agents 2 --seed 6 --level full-divider_tomato --model1 greedy --model2 greedy --record   --max-num-timesteps 1",7.0
233,6,partial-divider_salad,fb,"python main.py --num-agents 2 --seed 6 --level partial-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",161.7
241,6,full-divider_tomato,bd,"python main.py --num-agents 2 --seed 6 --level full-divider_tomato --model1 bd --model2 bd --record   --max-num-timesteps 1",74.3
239,6,open-divider_salad,up,"python main.py --num-agents 2 --seed 6 --level open-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",103.0
243,6,full-divider_tomato,fb,"python main.py --num-agents 2 --seed 6 --level full-divider_tomato --model1 fb --model2 fb --record   --max-num-timesteps 1",84.6
244,6,full-divider_tomato,up,"python main.py --num-agents 2 --seed 6 --level full-divider_tomato --model1 up --model2 up --record   --max-num-timesteps 1",89.8
246,6,partial-divider_tomato,bd,"python main.py --num-agents 2 --seed 6 --level partial-divider_tomato --model1 bd --model2 bd --record   --max-num-timesteps 1",80.9
249,6,partial-divider_tomato,up,"python main.py --num-agents 2 --seed 6 --level partial-divider_tomato --model1 up --model2 up --record   --max-num-timesteps 1",48.1
250,6,partial-divider_tomato,greedy,"python main.py --num-agents 2 --seed 6 --level partial-divider_tomato --model1 greedy --model2 greedy --record   --max-num-timesteps 1",34.8
252,6,open-divider_tomato,dc,"python main.py --num-agents 2 --seed 6 --level open-divider_tomato --model1 dc --model2 dc --record   --max-num-timesteps 1",14.5
236,6,open-divider_salad,bd,"python main.py --num-agents 2 --seed 6 --level open-divider_salad --model1 bd --model2 bd --record   --max-num-timesteps 1",207.2
255,6,open-divider_tomato,greedy,"python main.py --num-agents 2 --seed 6 --level open-divider_tomato --model1 greedy --model2 greedy --record   --max-num-timesteps 1",11.2
257,6,full-divider_tl,dc,"python main.py --num-agents 2 --seed 6 --level full-divider_tl --model1 dc --model2 dc --record   --max-num-timesteps 1",6.8
248,6,partial-divider_tomato,fb,"python main.py --num-agents 2 --seed 6 --level partial-divider_tomato --model1 fb --model2 fb --record   --max-num-timesteps 1",93.4
254,6,open-divider_tomato,up,"python main.py --num-agents 2 --seed 6 --level open-divider_tomato --model1 up --model2 up --record   --max-num-timesteps 1",68.5
260,6,full-divider_tl,greedy,"python main.py --num-agents 2 --seed 6 --level full-divider_tl --model1 greedy --model2 greedy --record   --max-num-timesteps 1",6.3
219,5,partial-divider_tl,up,"python main.py --num-agents 2 --seed 5 --level partial-divider_tl --model1 up --model2 up --record   --max-num-timesteps 1",513.9
251,6,open-divider_tomato,bd,"python main.py --num-agents 2 --seed 6 --level open-divider_tomato --model1 bd --model2 bd --record   --max-num-timesteps 1",121.3
256,6,full-divider_tl,bd,"python main.py --num-agents 2 --seed 6 --level full-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",121.9
238,6,open-divider_salad,fb,"python main.py --num-agents 2 --seed 6 --level open-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",296.3
259,6,full-divider_tl,up,"python main.py --num-agents 2 --seed 6 --level full-divider_tl --model1 up --model2 up --record   --max-num-timesteps 1",90.1
262,6,partial-divider_tl,dc,"python main.py --num-agents 2 --seed 6 --level partial-divider_tl --model1 dc --model2 dc --record   --max-num-timesteps 1",71.9
253,6,open-divider_tomato,fb,"python main.py --num-agents 2 --seed 6 --level open-divider_tomato --model1 fb --model2 fb --record   --max-num-timesteps 1",148.6
234,6,partial-divider_salad,up,"python main.py --num-agents 2 --seed 6 --level partial-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",382.1
258,6,full-divider_tl,fb,"python main.py --num-agents 2 --seed 6 --level full-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",131.3
265,6,partial-divider_tl,greedy,"python main.py --num-agents 2 --seed 6 --level partial-divider_tl --model1 greedy --model2 greedy --record   --max-num-timesteps 1",23.5
270,6,open-divider_tl,greedy,"python main.py --num-agents 2 --seed 6 --level open-divider_tl --model1 greedy --model2 greedy --record   --max-num-timesteps 1",11.0
267,6,open-divider_tl,dc,"python main.py --num-agents 2 --seed 6 --level open-divider_tl --model1 dc --model2 dc --record   --max-num-timesteps 1",21.1
272,7,full-divider_salad,dc,"python main.py --num-agents 2 --seed 7 --level full-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",9.9
269,6,open-divider_tl,up,"python main.py --num-agents 2 --seed 6 --level open-divider_tl --model1 up --model2 up --record   --max-num-timesteps 1",75.8
275,7,full-divider_salad,greedy,"python main.py --num-agents 2 --seed 7 --level full-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",11.7
261,6,partial-divider_tl,bd,"python main.py --num-agents 2 --seed 6 --level partial-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",178.6
263,6,partial-divider_tl,fb,"python main.py --num-agents 2 --seed 6 --level partial-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",175.1
271,7,full-divider_salad,bd,"python main.py --num-agents 2 --seed 7 --level full-divider_salad --model1 bd --model2 bd --record   --max-num-timesteps 1",130.9
273,7,full-divider_salad,fb,"python main.py --num-agents 2 --seed 7 --level full-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",124.0
247,6,partial-divider_tomato,dc,"python main.py --num-agents 2 --seed 6 --level partial-divider_tomato --model1 dc --model2 dc --record   --max-num-timesteps 1",375.0
274,7,full-divider_salad,up,"python main.py --num-agents 2 --seed 7 --level full-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",129.4
277,7,partial-divider_salad,dc,"python main.py --num-agents 2 --seed 7 --level partial-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",56.9
280,7,partial-divider_salad,greedy,"python main.py --num-agents 2 --seed 7 --level partial-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",27.7
268,6,open-divider_tl,fb,"python main.py --num-agents 2 --seed 6 --level open-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",259.7
284,7,open-divider_salad,up,"python main.py --num-agents 2 --seed 7 --level open-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",88.1
282,7,open-divider_salad,dc,"python main.py --num-agents 2 --seed 7 --level open-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",109.0
285,7,open-divider_salad,greedy,"python main.py --num-agents 2 --seed 7 --level open-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",30.6
266,6,open-divider_tl,bd,"python main.py --num-agents 2 --seed 6 --level open-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",332.9
286,7,full-divider_tomato,bd,"python main.py --num-agents 2 --seed 7 --level full-divider_tomato --model1 bd --model2 bd --record   --max-num-timesteps 1",59.4
278,7,partial-divider_salad,fb,"python main.py --num-agents 2 --seed 7 --level partial-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",203.4
290,7,full-divider_tomato,greedy,"python main.py --num-agents 2 --seed 7 --level full-divider_tomato --model1 greedy --model2 greedy --record   --max-num-timesteps 1",7.5
